example_id,metadata,relation_type,entity_1,entity_2,content,tagged_sentence
0f8b3f66-6496-431c-bdc1-75570dde9ee6,{'ID': '111_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},necessity,cable routes,access points,"All cable routes should be laid as straight as possible and with suitable access points, so that cables can be pulled through in future.","All <e1>cable routes</e1> should be laid as straight as possible and with suitable <e2>access points</e2>, so that cables can be pulled through in future."
0f8b3f66-6496-431c-bdc1-75570dde9ee6,{'ID': '111_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},necessity,cable routes,laid as straight as possible,"All cable routes should be laid as straight as possible and with suitable access points, so that cables can be pulled through in future.","All <e1>cable routes</e1> should be <e2>laid as straight as possible</e2> and with suitable access points, so that cables can be pulled through in future."
0fdce0b1-7992-401f-aa84-ad7f2acca23d,{'ID': '184_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,mortar joint,fully filled,Cavity walls: the inner block leaf mortar joint should be fully filled and pointed within the cavity.,Cavity walls: the inner block leaf <e1>mortar joint</e1> should be <e2>fully filled</e2> and pointed within the cavity.
0fdce0b1-7992-401f-aa84-ad7f2acca23d,{'ID': '184_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,mortar joint,pointed within the cavity,Cavity walls: the inner block leaf mortar joint should be fully filled and pointed within the cavity.,Cavity walls: the inner block leaf <e1>mortar joint</e1> should be fully filled and <e2>pointed within the cavity</e2>.
103f99ad-884b-4bae-9f22-ccb1c5bc3d26,{'ID': '110_Finnish_FireSafety'},less-equal,five,storeys,"In an open garage of no more than five storeys, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.","In an open garage of no more than <e1>five</e1> <e2>storeys</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined."
103f99ad-884b-4bae-9f22-ccb1c5bc3d26,{'ID': '110_Finnish_FireSafety'},necessity,area,used as the surface area of the storeys,"In an open garage of no more than five storeys, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.","In an open garage of no more than five storeys, the maximum <e1>area</e1> may be <e2>used as the surface area of the storeys</e2>, even though the driveways between the various storeys are combined."
1085a40e-a3d6-48e2-85ac-8247a26f04f2,{'ID': '35_UK_DocF_V2_Ventilation'},necessity,ventilation systems,commissioned in accordance with an approved procedure,Mechanical ventilation systems must be commissioned in accordance with an approved procedure.,Mechanical <e1>ventilation systems</e1> must be <e2>commissioned in accordance with an approved procedure</e2>.
108b5709-f035-4697-ba25-56edd2ce60fc,{'ID': '126_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,disabled people,have a choice of seating location at spectator events,"Where permanent or removable seating is provided as part of the design, allowance should be made for disabled people to have a choice of seating location at spectator events.","Where permanent or removable seating is provided as part of the design, allowance should be made for <e1>disabled people</e1> to <e2>have a choice of seating location at spectator events</e2>."
10b2bf58-18df-46ee-a766-ed11eec6f42b,{'ID': '45_Finnish_Health-Humidity'},necessity,waste,"not be left under new buildings, in their crawl spaces and in their gravel backfills functioning as a drainage layer","Humus soil, organic substances decomposing or rotting from moisture or building waste must not be left under new buildings, in their crawl spaces and in their gravel backfills functioning as a drainage layer.","Humus soil, organic substances decomposing or rotting from moisture or building <e1>waste</e1> must <e2>not be left under new buildings, in their crawl spaces and in their gravel backfills functioning as a drainage layer</e2>."
10b2bf58-18df-46ee-a766-ed11eec6f42b,{'ID': '45_Finnish_Health-Humidity'},necessity,organic substances,"not be left under new buildings, in their crawl spaces and in their gravel backfills functioning as a drainage layer","Humus soil, organic substances decomposing or rotting from moisture or building waste must not be left under new buildings, in their crawl spaces and in their gravel backfills functioning as a drainage layer.","Humus soil, <e1>organic substances</e1> decomposing or rotting from moisture or building waste must <e2>not be left under new buildings, in their crawl spaces and in their gravel backfills functioning as a drainage layer</e2>."
10b2bf58-18df-46ee-a766-ed11eec6f42b,{'ID': '45_Finnish_Health-Humidity'},necessity,Humus soil,"not be left under new buildings, in their crawl spaces and in their gravel backfills functioning as a drainage layer","Humus soil, organic substances decomposing or rotting from moisture or building waste must not be left under new buildings, in their crawl spaces and in their gravel backfills functioning as a drainage layer.","<e1>Humus soil</e1>, organic substances decomposing or rotting from moisture or building waste must <e2>not be left under new buildings, in their crawl spaces and in their gravel backfills functioning as a drainage layer</e2>."
10b37d1a-a0b5-4dfb-8bcc-39317d144580,{'ID': '289_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,speed glandless circulators,used,"On variable volume systems, variable speed glandless circulators should be used.","On variable volume systems, variable <e1>speed glandless circulators</e1> should be <e2>used</e2>."
10e66a84-25db-40a0-87d5-6297d0732fe4,{'ID': '93_Finnish_Health-WaterAndSewerage'},necessity,shutoff valves,both sides,The shutoff valves shall be located: 1) at each house; 2) at each apartment; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe;  6) on both sides of the water meters.,The <e1>shutoff valves</e1> shall be located: 1) at each house; 2) at each apartment; 3) in vertical service pipes; 4) on <e2>both sides</e2> of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe; 6) on both sides of the water meters.
10e66a84-25db-40a0-87d5-6297d0732fe4,{'ID': '93_Finnish_Health-WaterAndSewerage'},necessity,shutoff valves,apartment,The shutoff valves shall be located: 1) at each house; 2) at each apartment; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe;  6) on both sides of the water meters.,The <e1>shutoff valves</e1> shall be located: 1) at each house; 2) at each <e2>apartment</e2>; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe; 6) on both sides of the water meters.
10e66a84-25db-40a0-87d5-6297d0732fe4,{'ID': '93_Finnish_Health-WaterAndSewerage'},necessity,shutoff valves,house,The shutoff valves shall be located: 1) at each house; 2) at each apartment; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe;  6) on both sides of the water meters.,The <e1>shutoff valves</e1> shall be located: 1) at each <e2>house</e2>; 2) at each apartment; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe; 6) on both sides of the water meters.
10e66a84-25db-40a0-87d5-6297d0732fe4,{'ID': '93_Finnish_Health-WaterAndSewerage'},necessity,shutoff valves,both sides,The shutoff valves shall be located: 1) at each house; 2) at each apartment; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe;  6) on both sides of the water meters.,The <e1>shutoff valves</e1> shall be located: 1) at each house; 2) at each apartment; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe; 6) on <e2>both sides</e2> of the water meters.
10e66a84-25db-40a0-87d5-6297d0732fe4,{'ID': '93_Finnish_Health-WaterAndSewerage'},necessity,shutoff valves,device,The shutoff valves shall be located: 1) at each house; 2) at each apartment; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe;  6) on both sides of the water meters.,The <e1>shutoff valves</e1> shall be located: 1) at each house; 2) at each apartment; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a <e2>device</e2> or fixture that is connected to the connector pipe; 6) on both sides of the water meters.
10e66a84-25db-40a0-87d5-6297d0732fe4,{'ID': '93_Finnish_Health-WaterAndSewerage'},necessity,shutoff valves,service pipes,The shutoff valves shall be located: 1) at each house; 2) at each apartment; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe;  6) on both sides of the water meters.,The <e1>shutoff valves</e1> shall be located: 1) at each house; 2) at each apartment; 3) in vertical <e2>service pipes</e2>; 4) on both sides of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe; 6) on both sides of the water meters.
10e66a84-25db-40a0-87d5-6297d0732fe4,{'ID': '93_Finnish_Health-WaterAndSewerage'},necessity,shutoff valves,fixture,The shutoff valves shall be located: 1) at each house; 2) at each apartment; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe;  6) on both sides of the water meters.,The <e1>shutoff valves</e1> shall be located: 1) at each house; 2) at each apartment; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a device or <e2>fixture</e2> that is connected to the connector pipe; 6) on both sides of the water meters.
